Print File Name,Date,Total Print Time,Estimated Material Area (in),Estimated Material Length,Print Length,Print Area,Estimated Percentage of Waste,Material,Ink Consumption cc sq ft,Printer,Minutes of Print Time,Total Ink Used For Print,Day of Week,Empty Space
12x24 mag 1 color blue on white 9-25-24_MAG24.eps,9/30/2024,0 days 00:04:58,1008,42.01,12.01338583,264.2897585,0.737807779,"Magnet 24""",0.278421685,Roland,4.966666667,0.511,Monday,743.7102415
14x14 ESD Mags 5-3-24_MAG24.eps,5/6/2024,0 days 00:09:58,3158,58.47,28.47244094,425.8983942,0.865136671,"Magnet 24""",0.869953973,Roland,9.966666667,2.573,Monday,2732.101606
16x108 Decal New Equip.  6-20-24_HPW36.eps,6/24/2024,0 days 00:30:00,5029,139.71,109.7082677,3673.672048,0.269502476,"High Performance White 36""",0.333730389,Roland,30,8.513999999,Monday,1355.327952
16x108 Decal New Equip.  6-20-24_v2_HPW36.eps,6/24/2024,0 days 00:28:00,5029,139.71,109.7082677,3673.672048,0.269502476,"High Performance White 36""",0.333808784,Roland,28,8.515999999,Monday,1355.327952
18x18 WWT Fedex-UPS Mags 4-2-24_MAG24.eps,4/2/2024,0 days 00:12:59,2016,84.01,54.01377953,972.9923159,0.517364923,"Magnet 24""",0.418831674,Roland,12.98333333,2.83,Tuesday,1043.007684
18x46 CHEERS Banner 9-20-24_BAN63.eps,9/23/2024,0 days 00:06:02,2079.63,33.01,18.01377953,828.8820796,0.6014281,"Banner 63""",0.764229334,Roland,6.033333333,4.399,Monday,1250.74792
1A_Clement Ford Windows_PERF60.eps,4/25/2024,0 days 01:19:03,9170.4,152.84,122.8409449,6556.611252,0.285024508,"Perforated 60""",1.708056022,Roland,79.05,77.77124537,Thursday,2613.788748
1B_Clement Ford Windows_PERF60.eps,4/26/2024,0 days 01:07:58,7588.2,126.47,111.4720472,6061.270626,0.201224187,"Perforated 60""",0.827992728,Roland,67.96666667,34.852,Friday,1526.929374
2) mags 80  5-16_MAG24.eps,5/16/2024,0 days 00:21:58,2880,120,90,2098.73622,0.271272146,"Magnet 24""",0.675355,Roland,21.96666667,9.842999998,Thursday,781.26378
2) Mccarthy 20 ft lock box containers 3 20 24_HPW54 .eps,3/20/2024,0 days 02:16:05,30124,598.89,493.8897638,21840.81647,0.274969577,"High Performance White 54""",3.278224699,Roland,136.0833333,497.216,Wednesday,8283.18353
2) Mccarthy 20 ft lock box containers 5 3 24_HPW54 .eps,5/2/2024,0 days 01:10:01,16575,306.94,246.9448819,10920.40823,0.341151841,"High Performance White 54""",1.63911235,Roland,70.01666667,124.304,Thursday,5654.59177
2) Mccarthy 20 ft lock box containers 6 19 24_HPW54 .eps,6/20/2024,0 days 03:18:02,49725,920.83,740.8346457,32761.2247,0.341151841,"High Performance White 54""",4.917337049,Roland,198.0333333,1118.736,Thursday,16963.7753
2) McCarthy Dumpsters x 1 - SIDES  3-2-24_HPW54.eps,2/7/2024,0 days 00:23:04,6345,117.5,87.5,3487.839567,0.450301093,"High Performance White 54""",0.607156367,Roland,23.06666667,14.706,Wednesday,2857.160433
2) New Wall Lettering HP DECAL Print and Lam 3-6-24 OPTION #2_HPW54.eps,4/19/2024,0 days 00:16:02,3008,81.39,51.38897638,2466.650634,0.179969869,"High Performance White 54""",0.36942078,Roland,16.03333333,6.328,Friday,541.349366
2) New Wall Lettering HP DECAL Print and Lam 3-6-24 OPTION #2_REDO_HPW54.eps,4/30/2024,0 days 00:29:58,6764,125.25,95.25,4688.4,0.306859846,"High Performance White 54""",0.194420271,Roland,29.96666667,6.33,Tuesday,2075.6
2) Parsons Blewett 2024 WALL  NEW FINAL  5-15-24_HPW60.eps,5/16/2024,0 days 00:31:59,7695,128.25,98.2496063,5698.438484,0.259462185,"High Performance White 60""",0.554981511,Roland,31.98333333,21.962,Thursday,1996.561516
2020 24x42  banner FINAL 4-18-24_BAN54.eps,4/19/2024,0 days 00:12:02,3619.62,67.03,52.02755906,2289.929514,0.367356376,"Banner 54""",1.213158739,Roland,12.03333333,19.29200001,Friday,1329.690486
2020 24x42 ADDON   banner FINAL  4-23-24_BAN38.eps,4/23/2024,0 days 00:08:03,2243.14,59.03,44.02755906,1145.929893,0.489140271,"Banner 38""",0.653443116,Roland,8.05,5.199999998,Tuesday,1097.210107
2024  CrossCounty and Track and Field  Decals Final  8-6-24_HPW54.eps,8/8/2024,0 days 00:21:59,5083,94.13,64.12519685,3167.961447,0.376753601,"High Performance White 54""",0.185684078,Roland,21.98333333,4.084999999,Thursday,1915.038553
2024 7TH GRADE Girls Softball 7-2-24_BAN38.eps,7/2/2024,0 days 00:15:04,3387.32,89.14,74.13858268,2688.545217,0.20629134,"Banner 38""",1.429692153,Roland,15.06666667,26.693,Tuesday,698.774783
2024 Fishing banner 5-23_BAN54.eps,5/24/2024,0 days 00:25:00,6102.54,113.01,98.01377953,4902.03956,0.196721437,"Banner 54""",0.361789002,Roland,25,12.316,Friday,1200.50044
2024 I Survived my Internship at Clayco need 200 decals  3-21-24_INT30.eps,3/22/2024,0 days 00:19:03,4938,91.44,76.44448819,1851.642004,0.62502187,"Intermediate White 30""",0.868366561,Roland,19.05,11.166,Friday,3086.357996
24x180 banner Need 1  3-25-24_BAN38.eps,3/26/2024,0 days 00:37:59,7486.38,197.01,182.0133858,4734.85609,0.367537302,"Banner 38""",1.081964035,Roland,37.98333333,35.576,Tuesday,2751.52391
24x183.5 Doube D Market Sign 9-25-24_HPW54.eps,9/26/2024,0 days 00:43:58,8151,150.94,120.9444882,6156.40776,0.244705219,"High Performance White 54""",0.949036553,Roland,43.96666667,40.574,Thursday,1994.59224
24x36 50percent off Cust App  9-23-24_THP54.eps,9/23/2024,0 days 00:16:01,4699,87.01,72.01377953,2592.496063,0.448287707,"Thick Paper/ Heavy Paper 54""",0.999142115,Roland,16.01666667,17.988,Monday,2106.503937
24X36 Farm Sign 5-30-24_HPW30.eps,5/31/2024,0 days 00:27:04,6138,204.58,114.5834646,2934.599818,0.521896413,"High Performance White 30""",3.689797817,Roland,27.06666667,75.19500002,Friday,3203.400182
2A_Clement Ford Windows_PERF60.eps,4/25/2024,0 days 01:05:55,7551,125.85,110.8472441,5916.449833,0.21646804,"Perforated 60""",1.145413921,Roland,65.91666667,47.06100001,Thursday,1634.550167
2B_Clement Ford Windows_PERF60.eps,4/26/2024,0 days 01:05:57,7588.2,126.47,111.4720472,6075.226575,0.199385022,"Perforated 60""",0.810517919,Roland,65.95,34.195,Friday,1512.973425
2X - Bommarito white F550 4 4 24_HPW24.eps,4/5/2024,0 days 00:26:03,4838,201.58,141.5834646,2786.407176,0.424058045,"High Performance White 24""",1.08361478,Roland,26.05,20.96799999,Friday,2051.592824
2X - Bommarito white F550 5 13 24_HPW24.eps,5/13/2024,0 days 00:15:04,2419,100.79,70.79173228,1393.203588,0.424058045,"High Performance White 24""",0.54180739,Roland,15.06666667,5.242,Monday,1025.796412
2x -Event Sponsored BANNER 30x96  3-27-24_BAN38.eps,4/3/2024,0 days 00:39:05,8588,226,195.9992126,6271.974803,0.269681555,"Banner 38""",3.956709773,Roland,39.08333333,172.336,Wednesday,2316.025197
2x 1.25 McCarthy Bar (510 on each print)_HTV54.eps,5/20/2024,0 days 01:35:55,12955.68,239.92,179.9165354,8318.589766,0.357919479,High Tack Vinyle,2.186816818,Roland,95.91666667,126.328,Monday,4637.090234
2x12 Central yard Decal Need 50  7-9-24_HPW24.eps,7/10/2024,0 days 00:16:00,2525,105.21,75.20826772,1625.32765,0.356305881,"High Performance White 24""",1.078674814,Roland,16,12.175,Wednesday,899.67235
2x2 Motorcycle Permit 25001-25400  7-2-24_HTV54.eps,7/2/2024,0 days 00:17:56,3872.34,71.71,41.70826772,2163.033457,0.441414376,High Tack Vinyle,0.832830391,Roland,17.93333333,12.51,Tuesday,1709.306543
2x2 Safety Sticker Need 150 3-22-24_INT30.eps,3/22/2024,0 days 00:10:59,1536,51.19,36.19448819,876.7046029,0.429228774,"Intermediate White 30""",0.638445376,Roland,10.98333333,3.887,Friday,659.2953971
2x4 banner 6-10-24_BAN54.eps,6/10/2024,0 days 00:07:56,2214.54,41.01,26.01377953,1301.047434,0.412497659,"Banner 54""",0.395238472,Roland,7.933333333,3.571000001,Monday,913.492566
2x8 Serve Customers First Week  banner  9-24-24_BAN38.eps,9/25/2024,0 days 00:19:02,4312.62,113.49,98.48622047,2561.998826,0.405929846,"Banner 38""",1.175494684,Roland,19.03333333,20.914,Wednesday,1750.621174
3) 1x - Gateway Disposal Large Rear & Front Loaders 103 and 303 4 1 24_HPW54.eps,4/4/2024,0 days 00:36:55,7517,139.19,109.1944882,5274.695639,0.298297773,"High Performance White 54""",0.440433375,Roland,36.91666667,16.133,Thursday,2242.304361
3) mags 80  5-16_MAG24.eps,5/16/2024,0 days 00:20:01,3119,129.97,99.97204724,2329.899728,0.252997843,"Magnet 24""",0.671204851,Roland,20.01666667,10.86,Thursday,789.100272
3) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,2/7/2024,0 days 00:36:58,9486,175.67,145.6665354,6864.506808,0.27635391,"High Performance White 54""",0.652881864,Roland,36.96666667,31.123,Wednesday,2621.493192
3) Parsons Blewett 2024 WALL  NEW FINAL  5-15-24_HPW60.eps,5/16/2024,0 days 00:35:59,7695,128.25,98.2496063,5207.190453,0.323302085,"High Performance White 60""",0.307402622,Roland,35.98333333,11.116,Thursday,2487.809547
30x72 Schnable banner 5-13-24_BAN38.eps,5/13/2024,0 days 00:15:01,3382.38,89.01,74.01377953,2369.46082,0.299469362,"Banner 38""",0.750854365,Roland,15.01666667,12.355,Monday,1012.91918
34x165 banner New Kids Program 8-22-23_replacement of date_INT30.eps,8/8/2024,0 days 00:05:03,711,23.71,8.708267717,221.0905749,0.689042792,"Intermediate White 30""",0.614843035,Roland,5.05,0.944,Thursday,489.9094251
36x36 Were Camping Sign 4-24-24_BAN38.eps,4/25/2024,0 days 00:08:00,2014.38,53.01,38.01377953,1292.453538,0.358386433,"Banner 38""",0.565659019,Roland,8,5.077,Thursday,721.926462
3A_Clement Ford Windows_PERF60.eps,4/25/2024,0 days 01:05:00,7551,125.85,110.8472441,5985.751181,0.207290269,"Perforated 60""",1.234275161,Roland,65,51.30600002,Thursday,1565.248819
3B_Clement Ford Windows_PERF60.eps,4/26/2024,0 days 01:07:56,7588.2,126.47,111.4720472,6061.270626,0.201224187,"Perforated 60""",0.938725946,Roland,67.93333333,39.513,Friday,1526.929374
3x - PFG Hardhat Sticker Need 300  2-22-24-01.jpg_INT30,2/22/2024,0 days 00:26:09,4227,140.92,95.91614173,2762.384882,0.346490447,"Intermediate White 30""",4.499711855,Roland,26.15,86.31900001,Thursday,1464.615118
3x10 ENVISTA Envy banner final 6-13-24_BAN38.eps,6/13/2024,0 days 00:25:02,5224.62,137.49,122.4862205,4411.191739,0.155691373,"Banner 38""",1.555073641,Roland,25.03333333,47.63699999,Thursday,813.428261
3x12 Weight Room Decals need 4   4-10-24_HTV54.eps,4/10/2024,0 days 00:05:58,2057.94,38.11,8.111023622,412.7584962,0.799431229,High Tack Vinyle,0.264445193,Roland,5.966666667,0.758,Wednesday,1645.181504
3x18 Phone Num decals 6-19-24_HPW24.eps,6/20/2024,0 days 00:04:57,979,40.79,10.79173228,203.5431175,0.792090789,"High Performance White 24""",0.295721127,Roland,4.95,0.418,Thursday,775.4568825
3x4 banner need 2 8-27-24_BAN63.eps,8/28/2024,0 days 00:19:59,5734.89,91.03,76.02755906,3802.425577,0.336966258,"Banner 63""",0.540185721,Roland,19.98333333,14.264,Wednesday,1932.464423
3x4 forsale sign 6-3-24_INT54.eps,6/3/2024,0 days 00:10:00,2846,52.71,37.70826772,1856.597737,0.347646614,"Intermediate White 54""",0.232295877,Roland,10,2.994999999,Monday,989.402263
3x6 Miss Kellys banner 9-13-24_BAN38.eps,9/18/2024,0 days 00:12:05,3382.38,89.01,74.01377953,2516.439365,0.256015183,"Banner 38""",0.280281739,Roland,12.08333333,4.898,Wednesday,865.940635
3x8 Banner 50 OFF 10-16-24_BAN38.eps,10/16/2024,0 days 00:19:57,4294.38,113.01,98.01377953,3272.541181,0.237947927,"Banner 38""",0.910675782,Roland,19.95,20.696,Wednesday,1021.838819
4 process fuck YEAH!-Rnd2_HPW36 2 up.eps,4/16/2024,0 days 00:19:55,2750,76.4,46.40275591,1262.538605,0.540895053,"High Performance White 36""",0.70554991,Roland,19.91666667,6.185999997,Tuesday,1487.461395
4 process fuck YEAH!-Rnd2_HPW36.eps,4/16/2024,0 days 00:27:01,3505,97.36,67.36102362,2372.593156,0.323083265,"High Performance White 36""",0.577009167,Roland,27.01666667,9.506999999,Tuesday,1132.406844
4) 1x - Gateway Disposal Large Rear & Front Loaders 103 and 303 4 1 24_HPW54.eps,4/4/2024,0 days 00:24:58,6946,128.63,98.62519685,4080.598105,0.412525467,"High Performance White 54""",0.511548539,Roland,24.96666667,14.496,Thursday,2865.401895
4) McCarthy Dumpsters x 1 - SIDES  3-2-24.eps_HPW54,2/7/2024,0 days 00:24:57,6345,117.5,87.5,4024.965551,0.365647667,"High Performance White 54""",1.005611588,Roland,24.95,28.108,Wednesday,2320.034449
40x43 Lindell Lease Decal 8-14-24_INT54.eps,8/15/2024,0 days 00:14:01,3224,59.69,44.69448819,1842.398304,0.428536506,"Intermediate White 54""",0.823873967,Roland,14.01666667,10.541,Thursday,1381.601696
42x25 banner Labernth 5-13-24_BAN38.eps,5/13/2024,0 days 00:10:01,2243.14,59.03,44.02755906,1938.425956,0.135842633,"Banner 38""",0.613462689,Roland,10.01666667,8.257999998,Monday,304.714044
48x180 banner Need 1  3-25-24_BAN54.eps,3/26/2024,0 days 01:02:00,11448.54,212.01,182.0133858,9103.17735,0.204861288,"Banner 54""",0.856406033,Roland,62,54.139,Tuesday,2345.36265
4A_Clement Ford Windows_PERF60.eps,4/26/2024,0 days 02:12:57,16001.4,266.69,221.6944882,11971.50236,0.251846566,"Perforated 60""",2.430636283,Roland,132.95,202.072,Friday,4029.89764
4B_Clement Ford Windows_PERF60.eps,4/26/2024,0 days 01:06:00,7588.2,126.47,111.4720472,6047.314676,0.203063352,"Perforated 60""",0.77885016,Roland,66,32.708,Friday,1540.885324
4x Willow Landscape 22 ft trailers 6 17 24_HPW54.eps,6/19/2024,0 days 01:56:57,39000,722.22,602.2220472,31081.29631,0.203043684,"High Performance White 54""",0.211191192,Roland,116.95,45.58400001,Wednesday,7918.70369
4x31.5 banner  Pets Welcome 6-20-24_BAN54.eps,6/21/2024,0 days 01:36:56,21582.18,399.67,384.6661417,9621.954061,0.554171355,"Banner 54""",1.277568353,Roland,96.93333333,85.36600002,Friday,11960.22594
4x4 Donations 4-10-24_HPW54.eps,4/17/2024,0 days 00:20:01,4304,79.71,49.70787402,2447.408274,0.431364249,"High Performance White 54""",0.951759469,Roland,20.01666667,16.176,Wednesday,1856.591726
4x6 banner no access 10-16-24_BAN63.eps,10/17/2024,0 days 01:04:03,14931.63,237.01,222.0137795,11103.74822,0.25636061,"Banner 63""",0.863098821,Roland,64.05,66.55299999,Thursday,3827.88178
5 x 1.25 McCarthy Bar (510 on each print)_7 9 24_HTV54.eps,7/10/2024,0 days 00:49:56,11343.78,210.07,180.0740157,8325.870998,0.266040861,High Tack Vinyle,0.814980679,Roland,49.93333333,47.121,Wednesday,3017.909002
5) fix - Gateway Disposal Large Rear & Front Loaders 103 and 303 4 1 24_HPW54.eps,4/5/2024,0 days 00:03:57,2103,38.94,8.944488189,196.4054662,0.906607006,"High Performance White 54""",0.472166085,Roland,3.95,0.644,Friday,1906.594534
50th Banner 48x48  4-26-24_BAN54.eps,4/29/2024,0 days 00:14:58,3510.54,65.01,50.01338583,2501.358452,0.287471884,"Banner 54""",0.552602127,Roland,14.96666667,9.599,Monday,1009.181548
50x53 Lindell Market Place Decals Need 3 3-8-24_INT54.eps,3/11/2024,0 days 00:47:01,11293,209.12,164.1248031,8409.069983,0.255373242,"Intermediate White 54""",2.769677984,Roland,47.01666667,161.739,Monday,2883.930017
51x348 banner 7720 sqft file saved at half size 4-25-24_BAN54.eps,4/30/2024,0 days 01:25:04,19669.5,364.25,349.2511811,9259.968815,0.529221952,"Banner 54""",1.074327592,Roland,85.06666667,69.08499999,Tuesday,10409.53119
5B_Clement Ford Windows_PERF60.eps,4/29/2024,0 days 01:07:02,7588.2,126.47,111.4720472,5754.722496,0.24162219,"Perforated 60""",0.810993059,Roland,67.03333333,32.41,Monday,1833.477504
5X - Project ACDC Hardhat Sticker 1000  2-28-24_INT30.eps,2/28/2024,0 days 01:03:56,9879,329.3,254.3031496,6244.543994,0.367897156,"Intermediate White 30""",4.220003899,Roland,63.93333333,183,Wednesday,3634.456006
5x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 5-14-24_INT54.eps,5/14/2024,0 days 02:14:59,31789,588.68,513.6811024,26668.54315,0.161076374,"Intermediate White 54""",3.294578166,Roland,134.9833333,610.1499999,Tuesday,5120.45685
5x for 4000 - F'Caufe and Food Stickers 2x2 Round 164 of each type - 7-16-24_HPW54.eps,7/17/2024,0 days 03:06:06,43781,810.75,720.7535433,37419.02687,0.145313564,"High Performance White 54""",1.88352522,Roland,186.1,489.4422279,Wednesday,6361.97313
5x_Bridgeton_Sign Final_HPW54.eps,7/3/2024,0 days 01:42:57,24261,539.09,419.0885827,19726.20259,0.186917168,"High Performance White 54""",4.548468368,Roland,102.95,623.0833924,Wednesday,4534.79741
777 Craig Building Long Term Psych Mgmt Directory Strips 2-15-24.eps_RUB36,2/23/2024,0 days 00:02:00,875,24.32,9.319291339,86.84919105,0.900743782,"Roll-up Banner 36""",1.377836668,Roland,2,0.831,Friday,788.150809
9 - Square 18x24 Sample Sign NEW   7-6-2021_HPW54.eps,8/8/2024,0 days 00:44:59,13411,248.34,158.3433071,7833.567569,0.415884903,"High Performance White 54""",3.306385234,Roland,44.98333333,179.8666121,Thursday,5577.432431
9 - Square 18x24 Sample Sign NEW   9-27-2024_HPW30.eps,9/27/2024,0 days 01:35:00,19361,645.36,495.3622047,12494.04893,0.354679566,"High Performance White 30""",5.398538166,Roland,95,468.4,Friday,6866.95107
9 Square 18x24 Sign New Need 10 2024_HPW24.eps,4/22/2024,0 days 02:58:52,33901,1221.67,981.6661417,18883.15985,0.442991067,"High Performance White 24""",9.573177447,Roland,178.8666667,1255.36,Monday,15017.84015
9 Square 18x24 Sign New Need 10 2024.eps_HPW36,2/23/2024,0 days 01:07:00,13366,371.29,281.2913386,7098.619493,0.468904721,"High Performance White 36""",3.580941904,Roland,67,176.526,Friday,6267.380507
93 Octane - side 2.eps_BAN54,2/23/2024,0 days 00:10:00,3510,65,50,1800,0.487179487,"Banner 54""",0.9236,Roland,10,11.545,Friday,1710
93 Octane.eps_BAN54,2/22/2024,0 days 00:11:03,3510.54,65.01,50.01338583,1801.171051,0.486924789,"Banner 54""",0.923958887,Roland,11.05,11.557,Thursday,1709.368949
94x46 Lalas Decals 2-28-24_x2_HPW54.eps,2/29/2024,0 days 00:52:57,13576,251.42,191.415748,9233.096863,0.319895635,"High Performance White 54""",2.948467714,Roland,52.95,189.052,Thursday,4342.903137
96x24 banner GIDDO Simon Min 9-18-24_BAN38.eps,9/18/2024,0 days 00:19:56,4294.38,113.01,98.01377953,2549.708851,0.40626846,"Banner 38""",0.292494572,Roland,19.93333333,5.178999999,Wednesday,1744.671149
9x-Truck door decals  MCCARTHY  10-1-24_HPW54.eps,10/2/2024,0 days 01:53:54,27031,500.57,410.5688976,21395.16552,0.208495227,"High Performance White 54""",3.247940472,Roland,113.9,482.571,Wednesday,5635.83448
A frame soft opening int overlays_INT30.eps,3/22/2024,0 days 00:06:01,896,29.88,14.87519685,334.4810996,0.626695201,"Intermediate White 30""",0.322457682,Roland,6.016666667,0.749,Friday,561.5189004
A Storage Inn Tent banner 7 9 24_BAN38.eps,7/10/2024,0 days 00:09:00,3382.38,89.01,74.01377953,5478.03956,0,"Banner 38""",0.140791973,Roland,9,5.356,Wednesday,0
AAA Home Srevices PERF Prints 1ea  5-7-24_PERF54.eps,5/7/2024,0 days 00:18:58,4212,78,62.9996063,2960.981496,0.29701294,"Perforated 54""",0.200706421,Roland,18.96666667,4.126999999,Tuesday,1251.018504
AJ Brown_CLAYMONT BANNERS_P2_BAN38.eps,9/17/2024,0 days 00:25:56,6136.62,161.49,146.4862205,3810.660243,0.379029459,"Banner 38""",0.498131001,Roland,25.93333333,13.182,Tuesday,2325.959757
All Clings Summer 48 total need 6 of each - 288  7-15-24_EDW54.eps,7/15/2024,0 days 01:07:02,14998,277.75,247.7472441,12552.49452,0.163055439,"Ez Dot (White) 54""",0.94826092,Roland,67.03333333,82.66,Monday,2445.50548
all logos for print and cut NEW 2-22-24.eps_HPW36,2/23/2024,0 days 00:17:05,3228,89.67,59.66653543,1911.795664,0.407746077,"High Performance White 36""",0.972631142,Roland,17.08333333,12.913,Friday,1316.204336
Alpine Urban 5x3 banner 7 23 24_BAN63.eps,7/24/2024,0 days 00:10:01,3213.63,51.01,36.01377953,2196.840551,0.316399041,"Banner 63""",0.677314518,Roland,10.01666667,10.333,Wednesday,1016.789449
Alrata Family Dentistry_Sample Print_TW24.eps,8/15/2024,0 days 00:15:02,3942,149.06,44.05511811,688.3525482,0.825379871,"Translucent White 24""",7.638132544,Roland,15.03333333,36.512,Thursday,3253.647452
