Printer,Print File Name,Date,Total Print Time,Estimated Material Area (in),Estimated Material Lenght,Print Lenght,Print Area,Estimated Percentage of Waste,Material,Ink Consumption cc sq in,MATERIAL FORMULA 1,MATERIAL FORMULA 2
HP,1__5x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS~1,04/02/2024,0:47:47,18423,400.5,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,1__8.5x11_Single_Sponsor_signs_4-silvers__2-14-24~1,02/15/2024,0:01:28,187,0,1,1,Can't Estimate Waste,,0,,
HP,1__All_Golf_Signs_4-5-24_CORPLS,04/09/2024,0:09:00,2884.8,60.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,1__Bellerive_Raquets_Parking_Signs_3_9_24_ALMR,03/11/2024,0:16:43,864,18,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,1__Greater_St._Louis_Book_Fair_Signs_4_24_24_CORPLS,04/24/2024,0:12:39,4224,96,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,1__McCarthy_x4_trucks_Entering_and_Leaving_4x4_Need_8__2-28-24_ALMS3,03/01/2024,1:24:55,18432,384,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,1__Prizes_3-5-24_CORPLS,03/11/2024,0:14:55,4608,96,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,1__Thru_April_12_NEED_32_22X6_coro_signs__SF__2-16-24,02/16/2024,0:08:55,3700.2,0,1,1,Can't Estimate Waste,,0,,
HP,1__Thunder_Valley_12_x_18_2_15_24_ALM1218,02/16/2024,0:08:00,648,0,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,0,,Aluminum 12 x 18 sheets
HP,1__Villa_Rustic_Rodeo_18_x24_2_7_24_CORPL1824,02/12/2024,0:19:29,1296,0,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,1__west_community_-_24x24_set_1_2-22-24_PVC6,02/28/2024,0:18:07,4608,96,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0,,PVC 6mm 4' x 8' sheet
HP,1__x12_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,02/08/2024,1:50:32,38400,0,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,1__x6_-_Various_Marker_Signs_20x40_need_25_of_each_2-1-24_CORPLS,03/07/2024,0:59:02,19200,480,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,1_12X18_Hole_Sponsor_Signs_5-1-24_CORPL23,05/01/2024,0:08:22,867.6,24.1,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,1_18x24_Meetings_Dues_Sign_4-30-24_CORPL1824,04/30/2024,0:06:15,1814.4,75.6,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,1_DNI_18_X24_Adult_Pool_Area_signs_ALM1824,05/22/2024,0:09:07,432,18,1,1,Can't Estimate Waste,Aluminum 18 x 24 sheets,0,,Aluminum 18 x 24 sheets
HP,1_Friendship_Village_SNR_Delivery_coros_5_30_24_CORPL1824,05/31/2024,0:04:19,3969,220.5,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,1_hiring_vinyl_signs_CORPL23,04/18/2024,0:04:00,2592,72,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,1_McCarthy_4.23.24_ALMS3,04/26/2024,1:19:47,18432,384,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,1_Pool_Signs_ALL_5-22-24_ALMS08,05/22/2024,0:05:56,616,44,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0,,Aluminum .08 4' x 8' sheet
HP,1_SSM_Sponsor_Signs_CORPL1824,04/15/2024,0:05:48,864,36,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,1_WWT_-_Various_Ship_Recieve_signs_4-25-24_ALMS08,05/02/2024,0:18:12,4608,96,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0,,Aluminum .08 4' x 8' sheet
HP,1-3x4__2-2x3_golf_signs_6-14-24_UFS,06/18/2024,0:11:31,3460.8,72,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0,,Ultra Foam Sheet 4' x 8'
HP,1-Various_Signs_McCarthy_8-15-24_No_Tres_14x10_ALMS3,08/20/2024,0:21:20,4608,96,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,1.672875,,Aluminum 3mm acm 4' x 8' sheet
HP,10__McCarthy_BLOCK_25-32_24x24_signs_2-28-24_ALMS3,03/05/2024,0:19:28,4608,96,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,10073_manchester_4x6_signs_8-14-24_ALMS6,08/15/2024,0:44:12,6912,144,1,1,Can't Estimate Waste,Aluminum 6mm acm 4' x 8' sheet,2.397333333,,Aluminum 6mm acm 4' x 8' sheet
HP,10x12 Private Property Need 9 7-22-24 & nativeplantsign need 3 10.5x6  7-22-24_ALMS08,07/23/2024,0:10:01,1299.6,36.1,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0.5670914127,,Aluminum .08 4' x 8' sheet
HP,10x14_NOTICE_signs_Need_20_total_3-19-24_ALMS08~1,03/20/2024,0:14:07,2800,70,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0,,Aluminum .08 4' x 8' sheet
HP,11__McCarthy_BLOCK_33-40_24x24_signs_2-28-24_ALMS3,03/05/2024,0:18:13,4608,96,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,12__McCarthy_x2_-Be_Prepared_To_Stop_36x36_Need_4__2-28-24_ALMS3,03/05/2024,0:27:58,5256,144,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,12_X_18_RESERVED_15_year_Resident_6-26-24_ALM1218,06/27/2024,0:07:21,216,12,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,1.001333333,,Aluminum 12 x 18 sheets
HP,12x18 BY Appointments - Need 4 10-17-24 + 2 - 34x17 Tennant Signs - 10.15.24_ALMS08,10/17/2024,0:15:58,2496,52,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0.6789807692,,Aluminum .08 4' x 8' sheet
HP,12x18 Reserved first congregational church of STL 9-3-24 + Smith Mgmt Villas Shady Creek 9-10-24_ALMS08,09/11/2024,0:20:28,4320,90,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,1.047466667,,Aluminum .08 4' x 8' sheet
HP,12x18_-_8_appt_signs_SF_6-7-24_CORPLS,06/10/2024,0:07:52,3460.8,72,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,12x18_.080_Alum_5-20-24_ALM1218,05/20/2024,0:20:35,1944,108,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,0,,Aluminum 12 x 18 sheets
HP,12X18_AAA_Mail_Vehicles_10-7-24_ALM1218,10/07/2024,0:08:34,432,24,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,1.222666667,,Aluminum 12 x 18 sheets
HP,12X18_AAA_parking_Signs_3-26-24_ALMR,03/26/2024,0:15:02,648,18,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,12x18_Clement_Ford_Parking_sign__4-1-24_ALM1218,04/02/2024,0:08:07,1296,72,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,0,,Aluminum 12 x 18 sheets
HP,12x18_Clement_Ford_Staff_Parking__6-10-24_ALM1218,06/11/2024,0:13:47,1296,72,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,0,,Aluminum 12 x 18 sheets
HP,12x18_Customer_Parking_logo_sign_9-19-24_ALMS08~2,09/24/2024,0:12:27,1379.4,36.3,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,1.786689865,,Aluminum .08 4' x 8' sheet
HP,12x18_Family_Parking_Signs_6-5-24_P2 & P1_ALM1218~1,06/06/2024,0:07:19,216,12,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,0,,Aluminum 12 x 18 sheets
HP,12x18_Need_7_Sponsor_Signs_8-28-24_+_Republic_services_Golf_8_22_24_CORPLS,08/30/2024,0:18:06,4603.2,95.9,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.6703858186,,Corragated Plastic 4' x 8' sheet
HP,12x18_NHC_PARKING__5-3-24_ALM1218,06/10/2024,8:00:00,648,36,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,0,,Aluminum 12 x 18 sheets
HP,12x18_NO_STORAGE_4-12-24_ALM1218,04/16/2024,0:09:21,1080,60,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,0,,Aluminum 12 x 18 sheets
HP,12x18_VIP_Reserved_Tooth_4-19-24_ALM1218,05/03/2024,0:06:47,216,12,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,0,,Aluminum 12 x 18 sheets
HP,12x18_Warning_Tow_Signs_3-18-24_ALMR,03/18/2024,0:18:21,864,18,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,12x24_Engineering_station_need_2__9-24-24_CORP1824~1,09/24/2024,0:06:52,578.4,24.1,1,1,Can't Estimate Waste,,0.6876348548,,
HP,12x36_Arrows__10-10-24_ALMS3,10/11/2024,0:19:31,4147.2,96,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,1.480729167,,Aluminum 3mm acm 4' x 8' sheet
HP,13__McCarthy_2x_-_4x4_No_Solar_Traffic_need_4_2-29-24_ALMS3,02/29/2024,0:51:49,9216,192,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,132-2401C_Poster_Cards_Checking__22x28__Need_2__3-13-24_PVC3,03/18/2024,0:09:52,1232,28,1,1,Can't Estimate Waste,PVC 3mm 4' x 8' sheet,0,,PVC 3mm 4' x 8' sheet
HP,15.75x21_need_8_Power_tour_signs_6-25-2_ALMS3,06/25/2024,0:15:36,2650.2,63.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,2.156087842,,Aluminum 3mm acm 4' x 8' sheet
HP,15X24_SIGN_for_doors_need_2__3-18-24_ALM1824,03/19/2024,0:06:51,361.5,24.1,1,1,Can't Estimate Waste,Aluminum 18 x 24 sheets,0,,Aluminum 18 x 24 sheets
HP,15X24_SIGN_for_doors_need_2__3-18-24_ALMS08,03/19/2024,0:06:23,723,24.1,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0,,Aluminum .08 4' x 8' sheet
HP,16x16_lift_safety_signs_10-1-24_CORPL1824,10/03/2024,0:05:00,256,16,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",1.789875,,"Corragated Plastic 18"" x 24"" sheet"
HP,18X24__Coro_Signs__Final_4-12-23_CORPLS,06/11/2024,0:31:06,8640,180,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,18x24__Exit_Entry_Only__6-28-24_ALM1824,07/01/2024,0:09:09,864,36,1,1,Can't Estimate Waste,Aluminum 18 x 24 sheets,2.098,,Aluminum 18 x 24 sheets
HP,18x24_and_2x3_signs_9-6-24_CORPL1824,09/09/2024,0:10:50,1296,54,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0.9273333333,,"Corragated Plastic 18"" x 24"" sheet"
HP,18X24_BLOCK_PARTY_SIGN__6-28-24_CORPL1824,06/28/2024,0:06:56,432,18,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",2.862666667,,"Corragated Plastic 18"" x 24"" sheet"
HP,18x24_Clearance_sign_need_2_4-1-24_ALMR,04/03/2024,0:15:32,864,18,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,18x24_Congrats_Pre-K_5-9-24_CORPLS~1,05/09/2024,0:08:37,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,18x24_CORO_Sign_New_Need_50_2-29-24_CORPLS,02/29/2024,1:06:20,21600,450,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,18x24_Coros_5-20-24_1up_CORPL1824,05/21/2024,0:32:23,10800,450,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,18x24_Coros_5-20-24_CORPLS,05/20/2024,0:13:51,8640,180,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,18x24_Coros_5-20-24_CORPLS_2,05/20/2024,0:05:43,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,18x24_EV_Shuttles_ALM1824,03/06/2024,0:08:34,1728,72,1,1,Can't Estimate Waste,Aluminum 18 x 24 sheets,0,,Aluminum 18 x 24 sheets
HP,18x24_Fire_police_training_sign_9-25-24_CORPLS~1,09/25/2024,0:26:08,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,3.636433333,,Corragated Plastic 4' x 8' sheet
HP,18x24_Flag_Sign_with_logos_4-21-23_CORPL1824~1,05/22/2024,0:09:23,4010.4,167.1,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,18x24_House_For_Sale_Signs__4-25-24_S1_CORPL1824,04/29/2024,0:09:47,1735.2,96.4,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,18x24_House_For_Sale_Signs__4-25-24_S2_CORPL1824,04/29/2024,0:09:47,433.8,24.1,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,18x24_LEXI_5-14-24_CORPL1824,05/14/2024,0:02:48,432,24,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,18x24_MENU_Final_6-18-24_ALMS3,06/21/2024,0:08:08,432,18,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.03066666667,,Aluminum 3mm acm 4' x 8' sheet
HP,18X24_Parkway_School_Bus_Driver_For_Hire_5-3-24_CORPLS,05/03/2024,1:05:55,21600,450,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,18x24_Pedicure_$5_Yard_Signs_3-22-24_CORPL1824,03/22/2024,1:35:59,44400,1850,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,18x24_PLEASE_HELP_US__need_4__9-11-24_CORPL1824,09/12/2024,0:26:32,1728,72,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",9.276333333,,"Corragated Plastic 18"" x 24"" sheet"
HP,18x24_Private_Property_Sign_3-27-24_ALM1824,03/28/2024,0:10:19,1728,72,1,1,Can't Estimate Waste,Aluminum 18 x 24 sheets,0,,Aluminum 18 x 24 sheets
HP,18x24_Shower_Sign_4-18-24_UFS,04/19/2024,0:05:04,432,18,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0,,Ultra Foam Sheet 4' x 8'
HP,18x24_yard_signs__9-25-24_CORPLS,10/01/2024,0:15:00,4612.8,96.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.8788345473,,Corragated Plastic 4' x 8' sheet
HP,18x24_yard_signs_4-11-22_CORPLS,03/12/2024,0:52:09,8640,180,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,18x24_yard_signs_6-25-24_CORPLS,06/05/2024,0:54:59,12960,270,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,18x24_yard_signs_8-28-23_CORPLS,09/12/2024,1:45:15,12960,270,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,9.744033333,,Corragated Plastic 4' x 8' sheet
HP,18x24_yard_signs_ONE__11-1-22_CORPLS,03/12/2024,0:17:12,11088,462,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,1A__2x3_dF_coro_signs_2_of_each_3-26-24_CORPL23,03/26/2024,0:13:54,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,1B__2x3_dF_coro_signs_2_of_each_3-26-24_CORPL23,03/26/2024,0:07:18,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,1x_Spring_Charity_Lug_On_19.5x19.5__Need_17_total__3-13-24_CORPLS,03/18/2024,0:05:15,380.25,19.5,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,2__18X24_Giveaway_Signs_DF__4-2-24_CORPL1824,04/03/2024,0:07:29,864,48,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,2__1x_-_Pro_Pool_no_lifeguard_after_dark4_1_24_ALMS3,04/01/2024,0:14:22,3364.2,80.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,2__2x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS,04/02/2024,0:20:09,7385.22,160.2,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,2__8.5x11_Single_Sponsor_signs_4-silvers__2-14-24~1,02/15/2024,0:02:08,374,0,1,1,Can't Estimate Waste,,0,,
HP,2__All_Golf_Signs_4-5-24_CORPLS,04/09/2024,0:09:51,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,2__Bellerive_Raquets_Parking_Signs_3_9_24_ALMR,03/11/2024,0:07:40,432,24,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,2__Greater_St._Louis_Book_Fair_Signs_4_24_24_CORPLS,04/24/2024,0:11:09,4224,96,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,2__McCarthy_x6_Danger_Overhead_Power_Lines___4x4_Need_12__2-28-24_ALMS3,03/01/2024,2:08:57,27648,576,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,2__Prizes_3-5-24_CORPLS,03/11/2024,0:09:40,4136,94,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,2__Thru_April_12_NEED_32_22X6_coro_signs__SF__2-16-24_CORPLS~1,02/16/2024,0:03:39,792,0,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,2__Villa_Rustic_Rodeo_18_x24_2_7_24,02/12/2024,0:09:54,3988.8,0,1,1,Can't Estimate Waste,,0,,
HP,2__west_community_-_24x24_set_1_2-22-24_PVC6,02/28/2024,0:16:49,4608,96,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0,,PVC 6mm 4' x 8' sheet
HP,2__x_3_Thunder_Valley_12_x_18_2_15_24_ALM1218,02/16/2024,0:04:51,648,0,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,0,,Aluminum 12 x 18 sheets
HP,2__x12_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,02/08/2024,1:59:33,38400,0,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,2__x6_-_Various_Marker_Signs_20x40_need_25_of_each_2-1-24_CORPLS,03/08/2024,1:06:09,19200,480,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,2_12X18_Hole_Sponsor_Signs_5-1-24_CORPL23,05/01/2024,0:08:22,867.6,24.1,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,2_18x24_Meetings_Dues_Sign_4-30-24_CORPL1824,04/30/2024,0:06:33,864,36,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,2_22x28_Cardinals_3_various_signs_5-14-24_PVC3,05/15/2024,0:08:55,1234.8,44.1,1,1,Can't Estimate Waste,PVC 3mm 4' x 8' sheet,0,,PVC 3mm 4' x 8' sheet
HP,2_DNI_18_X24_Adult_Pool_Area_signs_ALM1824,05/22/2024,0:09:07,432,18,1,1,Can't Estimate Waste,Aluminum 18 x 24 sheets,0,,Aluminum 18 x 24 sheets
HP,2_Friendship_Village_SNR_Delivery_coros_5_30_24_CORPL1824,05/31/2024,0:04:22,432,24,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,2_hiring_vinyl_signs_CORPL23,04/18/2024,0:07:25,3528,98,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,2_McCarthy_4.23.24_ALMS3,04/26/2024,1:02:28,13824,288,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,2_Pool_Signs_ALL_5-22-24_ALMS08,05/22/2024,0:19:30,4512,94,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0,,Aluminum .08 4' x 8' sheet
HP,2_SSM_Sponsor_Signs_CORPL1824,04/15/2024,0:02:29,432,18,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,2_UP_-_No_Trespassing_12x18__2-22-24,02/22/2024,0:07:40,432,0,1,1,Can't Estimate Waste,,0,,
HP,2_WWT_-_Various_Ship_Recieve_signs_4-25-24_ALMS08,05/02/2024,0:12:38,2308.8,48.1,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0,,Aluminum .08 4' x 8' sheet
HP,2-Various_Signs_McCarthy_8-15-24_No_Tres_14x10_ALMS3,08/20/2024,0:19:30,4612.8,96.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,1.200405827,,Aluminum 3mm acm 4' x 8' sheet
HP,2.5x4.5_AC_HEAT_PVC_9-10-24_PVC3,09/10/2024,0:05:12,371.25,13.5,1,1,Can't Estimate Waste,PVC 3mm 4' x 8' sheet,0.4914424242,,PVC 3mm 4' x 8' sheet
HP,2024_Forbes_24x36__Need_17_SF__7-15-24_CORPLS,07/16/2024,0:33:08,9225.6,192.2,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,2.284776275,,Corragated Plastic 4' x 8' sheet
HP,2024_Forbes_24x36__Need_17_SF__7-15-24_P2_CORPLS,07/16/2024,0:14:58,4612.8,96.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.9523204995,,Corragated Plastic 4' x 8' sheet
HP,2024_Forbes_24x36__Need_17_SF__7-15-24_P3_CORPLS,07/16/2024,0:14:43,4420.8,92.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,1.125895765,,Corragated Plastic 4' x 8' sheet
HP,2024_Forbes_24x36__Need_17_SF__7-15-24_P4_CORPL23,07/16/2024,0:08:27,867.6,24.1,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,1.214771784,,Corragated Plastic 2' x 3' sheet
HP,2024_HSSU_No_Smoking_12x18_Need_48__7-10-24_ALMS063,07/15/2024,0:44:53,8640,180,1,1,Can't Estimate Waste,Aluminum .063,3.0142,,Aluminum .063
HP,2024_HSSU_No_Smoking_12x18_Need_48__7-10-24_P2_ALMS063,07/15/2024,0:14:53,1732.8,36.1,1,1,Can't Estimate Waste,Aluminum .063,1.502825485,,Aluminum .063
HP,20x_-_Yard_Signs_18x24__2-23-24_CORPL1824,02/26/2024,0:55:45,53164.8,0,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,20x11 Coro Date Signs 4-12-24 & SSM Sponsor Signs_CORPLS,04/15/2024,0:12:12,3840,80,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,20x14_Pool_Capacity_need_20_7-19-24_ALMS3,07/22/2024,0:17:15,3364.2,80.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.8102728732,,Aluminum 3mm acm 4' x 8' sheet
HP,20x14_Pool_Capacity_need_20_7-19-24_P2_ALMS3,07/22/2024,0:10:03,2242.8,80.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.8101444623,,Aluminum 3mm acm 4' x 8' sheet
HP,20x20_First_Aid_5-8-24_CORPL23~1,05/09/2024,0:01:41,402,20.1,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,20x20_First_Aid_5-8-24_CORPLS,05/09/2024,0:48:38,19200,480,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,24x18_Innovative_St_Louis_Standard_sign__5-29-24_CORPLS,05/29/2024,2:12:10,86400,1800,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,24x22_Gina_Bundy_SAMPLE_+_only_sign_2x3_1_+vianey_ticket_scan_CORPLS~1,08/21/2024,0:16:20,4608,96,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,1.01228125,,Corragated Plastic 4' x 8' sheet
HP,24x24_coro_signs_Need_8_7-31-24_CORPLS,08/15/2024,0:18:02,4603.2,95.9,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.8396871741,,Corragated Plastic 4' x 8' sheet
