Event,Nick Name,Job Name,Size,Page Size_X[mm],Page Size_Y[mm],Media Name,Copy,Print Area_X[mm],Print Area_Y[mm],Ink Consumption[cc],Ink Name,Input Time,RIP Start Time,RIP End Time,Print Start Time,Print End Time,Details,Total Print Time,Material Width,Width (in),Length (in),Area (in),Extra for Lead in,Actual Length area,Actual Area,Cyan:,Magenta:,Yellow:,Black:,Light Magenta:,Light Cyan:,Light Black,Sum of Ink,Ink CC sq ft
New Job(A),XR-640#2,2) New Wall Lettering HP DECAL Print and Lam 3-6-24 OPTION #2_REDO_HPW54.eps,8053262,1250.24,2407.35,3M™ IJ180Cv3,1,1250.24,2419.35,,,2024/04/30 10:48:01,,,,,,0:00:00,54.00,49.22,110.25,0,15,95.25,4688.4,,,,,,,,0,0
Print End,XR-640#2,51x348 banner 7720 sqft file saved at half size 4-25-24_BAN54.eps,6270954,673.45,4445.35,Generic Banner II,1,1343.955,8870.98,3.827:25.635:14.695:0.200:12.082:8.383:4.263,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/04/30 9:04:01,2024/04/30 10:29:05,,1:25:04,54.00,26.51,364.25,19669.56378,15,349.2511811,9259.968815,3.827,25.635,14.695,0.200,12.082,8.383,4.263,69.085,1.074327592
RIP End,XR-640#2,51x348 banner 7720 sqft file saved at half size 4-25-24_BAN54.eps,6270954,673.45,4445.35,Generic Banner II,1,1343.955,8870.98,3.827:25.635:14.695:0.200:12.082:8.383:4.263,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/30 9:01:00,2024/04/30 9:04:01,,,,0:00:00,60.00,26.51,379.25,22755.07087,30,349.2511811,9259.968815,3.827,25.635,14.695,0.200,12.082,8.383,4.263,69.085,1.074327592
New Job(A),XR-640#2,JE Foster Grey Lock Box 50% scale 4 27 24_HPW60.eps,5863670,1438.27,3593.39,3M™ IJ180Cv3,1,1438.27,3605.39,,,2024/04/30 8:33:03,,,,,,0:00:00,54.00,56.62,156.94,0,15,141.9444882,8037.578702,,,,,,,,0,0
Print End,XR-640#2,100 year banner SF 2 needed 4-29-24_BAN54.eps,6503858,916.16,1779.41,Generic Banner II,1,1118.58,1791.41,1.600:0.809:1.351:8.639:4.833:6.215:5.017,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/04/30 8:12:00,2024/04/30 8:27:03,,0:15:03,54.00,36.07,85.53,4618.509449,15,70.52795276,2543.893275,1.600,0.809,1.351,8.639,4.833,6.215,5.017,28.464,1.611237405
Print End,XR-640#2,50th Banner 48x48  4-26-24_BAN54.eps,1932330966,1270.35,1270.35,Generic Banner II,1,1295.67,1270.34,0.249:1.329:1.524:0.786:2.582:1.340:1.789,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 16:06:05,2024/04/29 16:09:01,2024/04/29 16:06:05,2024/04/29 16:21:03,,0:14:58,54.00,50.01,65.01,3510.722835,15,50.01338583,2501.358452,0.249,1.329,1.524,0.786,2.582,1.340,1.789,9.599,0.5526021266
New Job(A),XR-640#2,50th Banner 48x48  4-26-24_BAN54.eps,1932330966,1270.35,1270.35,3M™ IJ180Cv3,1,1282.34,1270.34,,,2024/04/29 16:00:00,,,,,,0:00:00,54.00,50.01,65.01,0,15,50.01338583,2501.358452,,,,,,,,0,0
New Job(A),XR-640#2,51x348 banner 7720 sqft file saved at half size 4-25-24_BAN54.eps,6270954,673.45,4445.35,3M™ IJ180Cv3,1,673.45,4457.35,,,2024/04/29 15:56:00,,,,,,0:00:00,54.00,26.51,190.49,0,15,175.4862205,4652.80296,,,,,,,,0,0
RIP End,XR-640#2,100 year banner SF 2 needed 4-29-24_BAN54.eps,6503858,916.16,1779.41,Generic Banner II,1,1118.58,1791.41,1.600:0.809:1.351:8.639:4.833:6.215:5.017,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 15:55:02,2024/04/29 15:55:05,,,,0:00:00,54.00,36.07,85.53,4618.509449,15,70.52795276,2543.893275,1.600,0.809,1.351,8.639,4.833,6.215,5.017,28.464,1.611237405
Print End,XR-640#2,Falcon Banner 2x3 4-25-24_BAN54.eps,22937142,965.9,661.1,Generic Banner II,1,1150.45,661.1,0.232:0.808:0.450:0.292:1.707:1.107:0.838,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/04/29 15:51:01,2024/04/29 15:57:01,,0:06:00,54.00,38.03,41.03,2215.488189,15,26.02755906,989.764539,0.232,0.808,0.450,0.292,1.707,1.107,0.838,5.434,0.790588033
Print Error,XR-640#2,Falcon Banner 2x3 4-25-24_BAN54.eps,22937142,965.9,661.1,Generic Banner II,1,1150.45,661.1,,,,,,2024/04/29 15:43:00,2024/04/29 15:51:01,,0:08:01,54.00,38.03,41.03,0,15,26.02755906,989.764539,,,,,,,,0,0
RIP End,XR-640#2,Falcon Banner 2x3 4-25-24_BAN54.eps,22937142,965.9,661.1,Generic Banner II,1,1150.45,661.1,0.232:0.808:0.450:0.292:1.707:1.107:0.838,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 15:38:03,2024/04/29 15:38:05,,,,0:00:00,54.00,38.03,41.03,2215.488189,15,26.02755906,989.764539,0.232,0.808,0.450,0.292,1.707,1.107,0.838,5.434,0.790588033
New Job(A),XR-640#2,100 year banner SF 2 needed 4-29-24_BAN54.eps,6503858,916.16,1779.41,3M™ IJ180Cv3,1,916.16,1791.41,,,2024/04/29 15:38:00,,,,,,0:00:00,54.00,36.07,85.53,0,15,70.52795276,2543.893275,,,,,,,,0,0
New Job(A),XR-640#2,Falcon Banner 2x3 4-25-24_BAN54.eps,22937142,965.9,661.1,3M™ IJ180Cv3,1,965.9,673.1,,,2024/04/29 15:36:04,,,,,,0:00:00,54.00,38.03,41.50,0,15,26.5,1007.730315,,,,,,,,0,0
Print End,XR-640#2,Samsung Warehouse  taylor TX number 0001-0501_INT54.eps,327400586,1307.74,1345.84,Generic Vinyl II HD,1,1321.37,1357.84,0.234:6.450:2.918:0.931:2.303:0.619:1.102,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 15:12:01,2024/04/29 15:17:02,2024/04/29 15:12:01,2024/04/29 15:32:02,,0:20:01,36.00,51.49,83.46,3004.497638,30,53.45826772,2752.343111,0.234,6.450,2.918,0.931,2.303,0.619,1.102,14.557,0.7616085333
Print End,XR-640#2,Caplaco NO SMOKE_HPW36.eps,6468686,806.09,646.99,3M™ IJ180Cv3,1,841.545,658.99,0.039:0.342:0.213:0.147:0.243:0.102:0.207,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/04/29 14:54:03,2024/04/29 15:01:02,,0:06:59,36.00,31.74,55.94,2014.001575,30,25.94448819,823.3697828,0.039,0.342,0.213,0.147,0.243,0.102,0.207,1.293,0.2261341184
Print Canceled,XR-640#2,Caplaco NO SMOKE_HPW36.eps,6468686,806.09,646.99,3M™ IJ180Cv3,1,806.09,658.99,0.039:0.342:0.213:0.147:0.243:0.102:0.207,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 14:50:00,2024/04/29 14:51:00,2024/04/29 14:50:00,2024/04/29 14:52:03,,0:02:03,,31.74,25.94,0,,25.94448819,823.3697828,0.039,0.342,0.213,0.147,0.243,0.102,0.207,1.293,0.2261341184
Print End,XR-640#2,Ilos Van logos 4 11 24_part2.eps,6233314,729.19,460.37,3M™ IJ180Cv3,1,803.095,472.37,0.088:0.355:0.295:0.001:0.351:0.116:0.047,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 14:36:00,2024/04/29 14:36:05,2024/04/29 14:36:00,2024/04/29 14:42:02,,0:06:02,,28.71,18.60,0,,18.59724409,533.8946623,0.088,0.355,0.295,0.001,0.351,0.116,0.047,1.253,0.3379543059
New Job(A),XR-640#2,Ilos Van logos 4 11 24_part2.eps,6233314,729.19,460.37,3M™ IJ180Cv3,1,729.19,472.37,,,2024/04/29 14:35:00,,,,,,0:00:00,60.00,28.71,33.60,0,15,18.59724409,533.8946623,,,,,,,,0,0
Print End,XR-640#2,C4_Clement Ford Windows_PERF60.eps,569622634,1355.72,2819.39,Generic Vinyl II HD,1,1419.86,2831.39,2.168:6.579:5.806:10.217:5.817:4.633:2.834,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/04/29 13:18:05,2024/04/29 14:22:04,,1:03:59,48.00,53.37,141.47,6790.658268,30,111.4720472,5949.798578,2.168,6.579,5.806,10.217,5.817,4.633,2.834,38.054,0.9210019344
New Job(A),XR-640#2,Ramirez Truck Decals & Boat Number Decals & 5x10 Please decal_HPW48.eps,6245482,1140.53,691.44,3M™ IJ180Cv3,1,1140.53,703.44,,,2024/04/29 13:18:01,,,,,,0:00:00,36.00,44.90,57.69,0,30,27.69448819,1243.558843,,,,,,,,0,0
New Job(A),XR-640#2,Caplaco NO SMOKE_HPW36.eps,6468686,806.09,646.99,3M™ IJ180Cv3,1,806.09,658.99,,,2024/04/29 13:16:00,,,,,,0:00:00,60.00,31.74,40.94,0,15,25.94448819,823.3697828,,,,,,,,0,0
Print Start,XR-640#2,C4_Clement Ford Windows_PERF60.eps,569622634,1355.72,2819.39,Generic Vinyl II HD,1,1419.86,2831.39,,,,,,2024/04/29 13:13:04,,,-1089877:13:04,60.00,53.37,126.47,0,15,111.4720472,5949.798578,,,,,,,,0,0
Print Canceled,XR-640#2,C4_Clement Ford Windows_PERF60.eps,569622634,1355.72,2819.39,Generic Vinyl II HD,1,1419.86,2831.39,,,,,,2024/04/29 12:57:03,2024/04/29 13:10:01,,0:12:58,60.00,53.37,126.47,0,15,111.4720472,5949.798578,,,,,,,,0,0
Print End,XR-640#2,C3_Clement Ford Windows_PERF60.eps,590960426,1355.72,2819.39,Generic Vinyl II HD,1,1419.86,2831.39,3.717:6.819:5.496:12.832:5.772:5.033:3.183,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/04/29 11:36:02,2024/04/29 12:40:03,,1:04:01,24.00,53.37,141.47,3395.329134,30,111.4720472,5949.798578,3.717,6.819,5.496,12.832,5.772,5.033,3.183,42.852,1.037125529
Print End,XR-640#2,BRR Carrier LLC Decals 16x20 need 2 5-8-24_HPW24.eps,6512142,539.04,851.95,3M™ IJ180Cv3,1,551.52,863.95,0.198:0.367:0.234:0.710:0.774:0.461:0.781,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/08 12:34:02,2024/05/08 12:35:03,2024/05/08 12:34:02,2024/05/08 12:42:04,,0:08:02,24.00,21.22,64.01,1536.330709,30,34.01377953,721.8420361,0.198,0.367,0.234,0.710,0.774,0.461,0.781,3.525,0.7032009423
New Job(A),XR-640#2,BRR Carrier LLC Decals 16x20 need 2 5-8-24_HPW24.eps,6512142,539.04,851.95,3M™ IJ180Cv3,1,863.95,539.04,,,2024/05/08 12:33:00,,,,,,0:00:00,24.00,21.22,51.22,0,30,21.22204724,450.3752892,,,,,,,,0,0
Print End,XR-640#2,Cath Renewal Center 1 - window decal   5-7-24_HPW24.eps,5552738,488.24,386.64,3M™ IJ180Cv3,1,526.12,398.64,0.009:0.156:0.120:0.029:0.104:0.030:0.066,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/08 10:37:01,2024/05/08 10:37:04,2024/05/08 10:37:01,2024/05/08 10:42:01,,0:05:00,24.00,19.22,45.69,1096.667717,30,15.69448819,301.6801934,0.009,0.156,0.120,0.029,0.104,0.030,0.066,0.514,0.2453459047
New Job(A),XR-640#2,Cath Renewal Center 1 - window decal   5-7-24_HPW24.eps,5552738,488.24,386.64,3M™ IJ180Cv3,1,488.24,398.64,,,2024/05/08 10:36:05,,,,,,0:00:00,24.00,19.22,45.69,0,30,15.69448819,301.6801934,,,,,,,,0,0
Print Canceled,XR-640#2,Cath Renewal Center 1 - window decal   5-7-24_HPW24.eps,5556534,488.24,386.64,3M™ IJ180Cv3,1,488.24,398.64,,,,2024/05/08 10:34:01,2024/05/08 10:34:02,2024/05/08 10:34:01,2024/05/08 10:34:01,,0:00:00,24.00,19.22,45.69,0,30,15.69448819,301.6801934,,,,,,,,0,0
New Job(A),XR-640#2,Cath Renewal Center 1 - window decal   5-7-24_HPW24.eps,5556534,488.24,386.64,3M™ IJ180Cv3,1,488.24,398.64,,,2024/05/08 10:34:01,,,,,,0:00:00,24.00,19.22,45.69,0,30,15.69448819,301.6801934,,,,,,,,0,0
Print End,XR-640#2,LabCorp_HPW24.eps,3440110,510.82,264.93,3M™ IJ180Cv3,1,537.41,276.93,0.039:0.049:0.023:0.018:0.090:0.076:0.047,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/08 10:09:05,2024/05/08 10:10:02,2024/05/08 10:09:05,2024/05/08 10:14:00,,0:04:55,24.00,20.11,40.90,981.6661417,30,10.90275591,219.2655816,0.039,0.049,0.023,0.018,0.090,0.076,0.047,0.342,0.2246043344
New Job(A),XR-640#2,LabCorp_HPW24.eps,3440110,510.82,264.93,3M™ IJ180Cv3,1,510.82,276.93,,,2024/05/08 10:07:04,,,,,,0:00:00,,20.11,10.90,0,,10.90275591,219.2655816,,,,,,,,0,0
Print End,XR-640#2,NortPoint No Semi Trucks 5 7 24_Reprint_RFV30.eps,3814610,627.59,289.63,Generic Vinyl II HD,1,676.795,289.63,0.064:0.069:0.017:0.384:0.201:0.128:0.121,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/08 8:58:05,2024/05/08 8:59:02,2024/05/08 8:58:05,2024/05/08 9:05:03,,0:06:58,,24.71,11.40,0,,11.40275591,281.7423456,0.064,0.069,0.017,0.384,0.201,0.128,0.121,0.984,0.502927594
Print Canceled,XR-640#2,NortPoint No Semi Trucks 5 7 24_Reprint_RFV30.eps,3814610,627.59,289.63,3M™ IJ180Cv3,1,627.59,301.63,,,,2024/05/08 8:58:02,2024/05/08 8:58:03,2024/05/08 8:58:02,2024/05/08 8:58:02,,0:00:00,,24.71,11.88,0,,11.87519685,293.415543,,,,,,,,0,0
New Job(A),XR-640#2,NortPoint No Semi Trucks 5 7 24_Reprint_RFV30.eps,3814610,627.59,289.63,3M™ IJ180Cv3,1,627.59,301.63,,,2024/05/08 8:57:03,,,,,,0:00:00,,24.71,11.88,0,,11.87519685,293.415543,,,,,,,,0,0
Print End,XR-640#2,NortPoint No Semi Trucks 5 7 24_RFV30.eps,6271766,627.59,1849.96,Generic Vinyl II HD,1,675.3,1849.96,0.367:1.393:0.962:2.137:1.503:0.807:0.854,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/07 13:21:05,2024/05/07 13:34:02,,0:12:57,,24.71,72.83,0,,72.83307087,1799.579014,0.367,1.393,0.962,2.137,1.503,0.807,0.854,8.023,0.6419901495
RIP End,XR-640#2,NortPoint No Semi Trucks 5 7 24_RFV30.eps,6271766,627.59,1849.96,Generic Vinyl II HD,1,675.3,1849.96,0.367:1.393:0.962:2.137:1.503:0.807:0.854,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/07 13:16:05,2024/05/07 13:19:02,,,,0:00:00,,24.71,72.83,0,,72.83307087,1799.579014,0.367,1.393,0.962,2.137,1.503,0.807,0.854,8.023,0.6419901495
New Job(A),XR-640#2,NortPoint No Semi Trucks 5 7 24_RFV30.eps,6271766,627.59,1849.96,3M™ IJ180Cv3,1,627.59,1861.96,,,2024/05/07 13:16:02,,,,,,0:00:00,54.00,24.71,88.31,0,15,73.30551181,1811.252211,,,,,,,,0,0
Print End,XR-640#2,AAA Home Srevices PERF Prints 1ea  5-7-24_PERF54.eps,6535378,1193.8,1600.19,Generic Vinyl II HD,1,1253.4,1600.19,0.229:0.775:0.530:0.927:0.719:0.406:0.541,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/07 11:27:02,2024/05/07 11:30:04,2024/05/07 11:27:02,2024/05/07 11:46:00,,0:18:58,54.00,47.00,78.00,4211.97874,15,62.9996063,2960.981496,0.229,0.775,0.530,0.927,0.719,0.406,0.541,4.127,0.2007064214
New Job(A),XR-640#2,AAA Home Srevices PERF Prints 1ea  5-7-24_PERF54.eps,6535378,1193.8,1600.19,3M™ IJ180Cv3,1,1193.8,1612.19,,,2024/05/07 11:20:03,,,,,,0:00:00,54.00,47.00,93.47,0,30,63.47204724,2983.18622,,,,,,,,0,0
New Job(A),XR-640#2,Wash U IT Deliveries 5 1 24_HPW54.eps,6398710,1059.03,367.94,3M™ IJ180Cv3,1,1059.03,379.94,,,2024/05/07 11:01:05,,,,,,0:00:00,54.00,41.69,29.96,0,15,14.95826772,623.6714276,,,,,,,,0,0
Print End,XR-640#2,Xtreme Tan New Pricing 18x24 Paper Signs FINAL 5-6-24_THP54.eps,204094738,1257.65,495.65,Generic Paper,1,1286.33,495.65,0.667:1.465:0.726:2.773:0.702:0.613:0.291,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/07 10:26:02,2024/05/07 10:27:00,2024/05/07 10:26:02,2024/05/07 10:31:03,,0:05:01,54.00,49.51,34.51,1863.744094,15,19.51377953,966.2009773,0.667,1.465,0.726,2.773,0.702,0.613,0.291,7.237,1.078583053
New Job(A),XR-640#2,Xtreme Tan New Pricing 18x24 Paper Signs FINAL 5-6-24_THP54.eps,204094738,1257.65,495.65,3M™ IJ180Cv3,1,1257.65,507.65,,,2024/05/07 10:24:04,,,,,,0:00:00,30.00,49.51,34.99,0,15,19.98622047,989.5933141,,,,,,,,0,0
Print End,XR-640#2,CYS17 and CYS18  Need 300 of each 5-6-24_INT30.eps,39262982,666.39,2749.19,Generic Vinyl II HD,1,699.695,2761.19,0.441:0.457:2.288:2.216:1.808:0.993:1.435,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/07 9:13:01,2024/05/07 9:16:05,2024/05/07 9:13:01,2024/05/07 9:37:03,,0:24:02,30.00,26.24,123.71,3711.248031,15,108.7082677,2852.05128,0.441,0.457,2.288,2.216,1.808,0.993,1.435,9.638,0.4866223863
New Job(A),XR-640#2,CYS17 and CYS18  Need 300 of each 5-6-24_INT30.eps,39262982,666.39,2749.19,3M™ IJ180Cv3,1,666.39,2761.19,,,2024/05/07 9:12:03,,,,,,0:00:00,24.00,26.24,138.71,0,30,108.7082677,2852.05128,,,,,,,,0,0
Print End,XR-640#2,ELCO 32x16 Magnet - Cadillac LYRIQ Lease  need 10 5-3-24_V4_MAG24.eps,40513774,444.85,1664.05,Generic Vinyl II HD,1,495.43,1664.05,0.129:0.139:0.046:0.631:0.437:0.278:0.412,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/07 7:58:03,2024/05/07 8:00:01,2024/05/07 7:58:03,2024/05/07 8:11:04,,0:13:01,24.00,17.51,95.51,2292.330709,30,65.51377953,1147.393891,0.129,0.139,0.046,0.631,0.437,0.278,0.412,2.072,0.2600397322
New Job(A),XR-640#2,ELCO 32x16 Magnet - Cadillac LYRIQ Lease  need 10 5-3-24_V4_MAG24.eps,40513774,444.85,1664.05,3M™ IJ180Cv3,1,444.85,1676.05,,,2024/05/07 7:57:04,,,,,,0:00:00,54.00,17.51,95.99,0,30,65.98622047,1155.668117,,,,,,,,0,0
Print End,XR-640#2,Wash U IT Deliveries 5 1 24_HPW54.eps,6398710,1059.03,367.94,3M™ IJ180Cv3,1,1185.015,379.94,0.093:0.275:0.457:0.201:0.788:0.286:0.222,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/06 15:33:02,2024/05/06 15:34:02,2024/05/06 15:33:02,2024/05/06 15:40:03,,0:07:01,54.00,41.69,44.96,2427.746457,30,14.95826772,623.6714276,0.093,0.275,0.457,0.201,0.788,0.286,0.222,2.322,0.5361284568
New Job(A),XR-640#2,Wash U IT Deliveries 5 1 24_HPW54.eps,6398710,1059.03,367.94,3M™ IJ180Cv3,1,1059.03,379.94,,,2024/05/06 15:32:05,,,,,,0:00:00,54.00,41.69,44.96,0,30,14.95826772,623.6714276,,,,,,,,0,0
Print End,XR-640#2,pointer decal Marker  4-19-24_HPW54.eps,2630070,1080.2,71.26,3M™ IJ180Cv3,1,1195.6,83.26,0.000:0.068:0.040:0.001:0.019:0.000:0.006,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/06 14:33:04,2024/05/06 14:34:00,2024/05/06 14:33:04,2024/05/06 14:36:05,,0:03:01,54.00,42.53,33.28,1797.009449,30,3.277952756,139.4033294,0.000,0.068,0.040,0.001,0.019,0.000,0.006,0.134,0.1384185018
New Job(A),XR-640#2,pointer decal Marker  4-19-24_HPW54.eps,2630070,1080.2,71.26,3M™ IJ180Cv3,1,1080.2,83.26,,,2024/05/06 14:33:02,,,,,,0:00:00,54.00,42.53,18.28,0,15,3.277952756,139.4033294,,,,,,,,0,0
Print End,XR-640#2,FOGHORN Rooster Decal 5-4-24_INT54.eps,22895986,1304.21,189.79,Generic Vinyl II HD,1,1307.605,201.79,0.013:0.112:0.143:0.056:0.088:0.033:0.065,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/06 14:20:02,2024/05/06 14:22:03,,0:02:01,54.00,51.35,22.94,1239.002362,15,7.944488189,407.9244465,0.013,0.112,0.143,0.056,0.088,0.033,0.065,0.51,0.1800333386
RIP End,XR-640#2,FOGHORN Rooster Decal 5-4-24_INT54.eps,22895986,1304.21,189.79,Generic Vinyl II HD,1,1307.605,201.79,0.013:0.112:0.143:0.056:0.088:0.033:0.065,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/06 14:19:02,2024/05/06 14:19:05,,,,0:00:00,54.00,51.35,22.94,1239.002362,15,7.944488189,407.9244465,0.013,0.112,0.143,0.056,0.088,0.033,0.065,0.51,0.1800333386
New Job(A),XR-640#2,FOGHORN Rooster Decal 5-4-24_INT54.eps,22895986,1304.21,189.79,3M™ IJ180Cv3,1,1304.21,201.79,,,2024/05/06 14:18:05,,,,,,0:00:00,54.00,51.35,22.94,0,15,7.944488189,407.9244465,,,,,,,,0,0
Print End,XR-640#2,Fall Protection need 100 .375x2.5  5-6-24_INT54.eps,9563150,1288.69,571.14,Generic Vinyl II HD,1,1299.845,583.14,0.144:0.886:1.913:0.595:1.897:0.503:1.082,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/06 14:09:05,2024/05/06 14:11:04,2024/05/06 14:09:05,2024/05/06 14:19:01,,0:09:56,54.00,50.74,37.96,2049.746457,15,22.95826772,1164.806694,0.144,0.886,1.913,0.595,1.897,0.503,1.082,7.02,0.8678521555
New Job(A),XR-640#2,Fall Protection need 100 .375x2.5  5-6-24_INT54.eps,9563150,1288.69,571.14,3M™ IJ180Cv3,1,1288.69,583.14,,,2024/05/06 14:08:04,,,,,,0:00:00,24.00,50.74,52.96,0,30,22.95826772,1164.806694,,,,,,,,0,0
Print End,XR-640#2,ELCO 32x16 Magnet Cadillac LYRIQ Lease need 10 5-3-24_v3_MAG24.jpg,50077590,444.5,4102.09,Generic Vinyl II HD,1,517.75,4102.09,0.323:0.351:0.126:1.575:1.109:0.701:1.027,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/06 12:30:01,2024/05/06 12:58:00,,0:27:59,24.00,17.50,191.50,4595.990551,30,161.4996063,2826.24311,0.323,0.351,0.126,1.575,1.109,0.701,1.027,5.212,0.265556773
Print End,XR-640#2,ELCO 32x16 Magnet Cadillac LYRIQ Lease need 10 5-3-24_v3_MAG24.jpg,50077590,444.5,4102.09,Generic Vinyl II HD,1,517.75,4102.09,0.323:0.351:0.126:1.575:1.109:0.701:1.027,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/06 11:45:05,2024/05/06 11:49:03,2024/05/06 11:45:05,2024/05/06 12:17:02,,0:31:57,24.00,17.50,191.50,4595.990551,30,161.4996063,2826.24311,0.323,0.351,0.126,1.575,1.109,0.701,1.027,5.212,0.265556773
New Job(A),XR-640#2,ELCO 32x16 Magnet Cadillac LYRIQ Lease need 10 5-3-24_v3_MAG24.jpg,50077590,444.5,4102.09,3M™ IJ180Cv3,1,444.5,4114.09,,,2024/05/06 11:45:01,,,,,,0:00:00,24.00,17.50,191.97,0,30,161.9720472,2834.510827,,,,,,,,0,0
Error,XR-640#2,ELCO 32x16 Magnet Cadillac LYRIQ Lease need 10 5-3-24_v3_MAG24.eps,91846982,0,0,,0,0,0,,,2024/05/06 11:43:05,,,,,The file is corrupted.,0:00:00,24.00,0.00,30.00,0,30,0,0,,,,,,,,0,#DIV/0!
Error,XR-640#2,ELCO 32x16 Magnet Cadillac LYRIQ Lease need 10 5-3-24_v3_MAG24.eps,91849766,0,0,,0,0,0,,,2024/05/06 11:41:04,,,,,The file is corrupted.,0:00:00,24.00,0.00,30.00,0,30,0,0,,,,,,,,0,#DIV/0!
Error,XR-640#2,ELCO 32x16 Magnet Cadillac LYRIQ Lease need 10 5-3-24_v3_MAG24.eps,91845390,0,0,,0,0,0,,,2024/05/06 11:40:05,,,,,The file is corrupted.,0:00:00,24.00,0.00,30.00,0,30,0,0,,,,,,,,0,#DIV/0!
Error,XR-640#2,ELCO 32x16 Magnet - Cadillac LYRIQ Lease  need 10 5-3-24_v2_MAG24.eps,91843262,0,0,,0,0,0,,,2024/05/06 11:39:04,,,,,The file is corrupted.,0:00:00,24.00,0.00,30.00,0,30,0,0,,,,,,,,0,#DIV/0!
Error,XR-640#2,ELCO 32x16 Magnet Cadillac LYRIQ Lease need 10 5-3-24_MAG24.eps,91844034,0,0,,0,0,0,,,2024/05/06 11:33:01,,,,,The file is corrupted.,0:00:00,24.00,0.00,30.00,0,30,0,0,,,,,,,,0,#DIV/0!
Error,XR-640#2,ELCO 32x16 Magnet - Cadillac LYRIQ Lease  need 10 5-3-24_MAG24.eps,91844034,0,0,,0,0,0,,,2024/05/06 11:32:02,,,,,The file is corrupted.,0:00:00,24.00,0.00,30.00,0,30,0,0,,,,,,,,0,#DIV/0!
Print End,XR-640#2,14x14 ESD Mags 5-3-24_MAG24.eps,5608034,379.94,711.2,Generic Vinyl II HD,1,485.47,723.2,0.057:0.061:1.644:0.341:0.245:0.119:0.106,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/05/06 11:26:05,2024/05/06 11:27:03,2024/05/06 11:26:05,2024/05/06 11:36:03,,0:09:58,54.00,14.96,58.47,3157.511811,30,28.47244094,425.8983942,0.057,0.061,1.644,0.341,0.245,0.119,0.106,2.573,0.8699539727
Print End,XR-640#2,Capitol Realty 4x5 NEW Sign 5-3-24_HPW54.eps,5581330,1250.24,1555.04,3M™ IJ180Cv3,1,1280.12,1567.04,1.219:2.731:0.480:0.002:0.824:0.867:0.085,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2024/05/06 10:44:05,2024/05/06 10:59:05,,0:15:00,24.00,49.22,91.69,2200.667717,30,61.69448819,3036.729012,1.219,2.731,0.480,0.002,0.824,0.867,0.085,6.208,0.2943799056
Error,XR-640#2,ELCO 32x16 Magnet - Cadillac LYRIQ Lease  need 10 5-3-24_MAG24.eps,91841606,0,0,,0,0,0,,,2024/05/06 10:38:00,,,,,The file is corrupted.,0:00:00,24.00,0.00,30.00,0,30,0,0,,,,,,,,0,#DIV/0!
